epoch,train_loss,train_acc,val_loss,val_acc
1,1.8841237964277917,0.3015333333333333,1.5685155659914016,0.4016
2,1.3967425702986391,0.4876,1.1372600927948953,0.5868
3,1.0477383482185276,0.6251777777777778,1.0956268846988677,0.632
4,0.8444983808493073,0.7048444444444445,1.5567144304513931,0.5694
5,0.7156605085527356,0.7518666666666667,0.8610846795141697,0.7134
6,0.6414907654239372,0.7792222222222223,0.6951246969401836,0.757
7,0.5945046223192052,0.7968,0.7774640373885632,0.7352
8,0.552417394620451,0.8108,0.6010449774563312,0.79
9,0.5299044556238435,0.8185555555555556,0.6501355722546578,0.791
10,0.510631276040592,0.8229111111111111,0.6364538371562958,0.7726
11,0.4835851054045964,0.8347777777777777,0.5545780882239342,0.811
12,0.47013311375948513,0.8395555555555556,0.7268109805881977,0.7604
13,0.4553343491120772,0.8429555555555556,0.5621985392645001,0.8124
14,0.4484422565014525,0.8474,0.6999838676303625,0.7648
15,0.4360922138968652,0.8500444444444445,0.5264743328094482,0.819
16,0.4266390960494226,0.8558888888888889,0.6059339370578527,0.799
17,0.4161818539723754,0.8563777777777778,0.6222190245985985,0.8004
18,0.4138494507324966,0.8583555555555555,0.8224639857187868,0.7554
19,0.40448106630620634,0.8621111111111112,0.42947134282439947,0.8492
20,0.3958675379187546,0.8628,0.5504617370665074,0.8184
21,0.38916669781743124,0.8672666666666666,0.5768566329032183,0.8066
22,0.38424227094616403,0.8687333333333334,0.6176212221384049,0.7928
23,0.38810180013322015,0.8661777777777778,0.5005048858001828,0.8332
24,0.3739169754341922,0.8729111111111111,0.598863360658288,0.8098
25,0.36926370816813275,0.8723777777777778,0.4886943377554417,0.8428
26,0.36138791451230645,0.8762888888888889,0.6972315147519111,0.7918
27,0.365158268250525,0.8754666666666666,0.82325174883008,0.7736
28,0.3612975692799823,0.8780222222222223,0.4642702642828226,0.8438
29,0.35648531348190526,0.8775555555555555,0.6687589481472969,0.7996
30,0.3505576373162595,0.8795777777777778,0.4160442680120468,0.8556
31,0.34997716008431534,0.8800666666666667,0.49737660512328147,0.8338
32,0.3386594665829431,0.8842888888888889,0.592497107386589,0.8082
33,0.34775689375502145,0.8825555555555555,0.4498882294574287,0.8462
34,0.34245290780778637,0.8829555555555556,0.47553693819791076,0.8386
35,0.3471694440919567,0.8810888888888889,0.668274187669158,0.7846
36,0.3293948875401508,0.8884888888888889,0.45693938732147216,0.844
37,0.3371229385957122,0.8870888888888889,0.526348271407187,0.8318
38,0.3325827883302488,0.8860888888888889,0.6868709824979305,0.792
39,0.32503796644000843,0.8882444444444444,0.5063000800088048,0.8336
40,0.3283702969889749,0.8879111111111111,0.4082244526129216,0.8628
41,0.32105975318700075,0.8890444444444444,0.4789877638220787,0.836
42,0.3190635434690524,0.8926222222222222,0.45092906430363655,0.8426
43,0.31695665300569753,0.8931777777777777,0.8896614953875541,0.7458
44,0.3213453788140958,0.8917555555555555,0.5354503056965768,0.8248
45,0.3172489453784444,0.8903333333333333,0.4749189730733633,0.8342
46,0.3138970405032689,0.8929333333333334,0.601982381939888,0.7954
47,0.31103611906821077,0.8944222222222222,0.4498296644538641,0.8524
48,0.304578981700946,0.8949555555555555,0.46842130571603774,0.8394
49,0.30288864236155694,0.8970666666666667,0.4827716128900647,0.8386
50,0.30464812211523,0.8950222222222223,0.4947398636490107,0.8406
51,0.299767241389914,0.8979111111111111,0.41708369583357124,0.8538
52,0.3006048311733387,0.8970444444444444,0.39172347597777846,0.864
53,0.30601631655273115,0.8957777777777778,0.5745448380708694,0.821
54,0.2959999840664254,0.8986444444444445,0.5503851100802422,0.8178
55,0.2962367729791863,0.8984444444444445,0.3727403528057039,0.8702
56,0.2905892211816866,0.9008888888888889,0.605638875067234,0.8122
57,0.2952226900749586,0.8989333333333334,0.46782117038965226,0.8468
58,0.2884913454551927,0.9025333333333333,0.334150256565772,0.8868
59,0.2798429283059456,0.9051555555555556,0.5181865364313125,0.8306
60,0.2840231778100133,0.9024666666666666,0.4054299204144627,0.8652
61,0.2828438085800206,0.9041333333333333,0.4710730813443661,0.848
62,0.2842556109059263,0.9022444444444444,0.3846348136197776,0.8676
63,0.2778438815889372,0.9045111111111112,0.5935879535973072,0.8146
64,0.2751775083174421,0.9064444444444445,0.35053754281252625,0.8788
65,0.2759216784880581,0.9061111111111111,0.4407109579537064,0.8572
66,0.27375734415413305,0.9061111111111111,0.37808596566319463,0.8752
67,0.2643999837508256,0.9094222222222222,0.6680320262908935,0.8024
68,0.27364921756088734,0.9059111111111111,0.4207586400443688,0.8608
69,0.25717991234903986,0.9124444444444444,0.5442827949300408,0.83
70,0.2640939149793915,0.9098444444444445,0.3916839032433927,0.8656
71,0.260441204236651,0.9098444444444445,0.4336512661539018,0.8558
72,0.25975058071145957,0.912,0.3911463883705437,0.8642
73,0.2511576926970685,0.9125111111111112,0.34406730863265694,0.8844
74,0.25653914103961806,0.9123333333333333,0.5000088401138783,0.839
75,0.25401455826464703,0.9118444444444445,0.46516457144171,0.8462
76,0.24910284710032018,0.9142888888888889,0.4982985995709896,0.844
77,0.244694355790588,0.9170222222222222,0.4024161261506379,0.8642
78,0.2440190965902399,0.9172444444444444,0.42966412752866745,0.8596
79,0.2415279149797491,0.9188222222222222,0.5195361237972975,0.8432
80,0.2416896011299369,0.9171111111111111,0.362017312052194,0.8808
81,0.2345767081926831,0.9201333333333334,0.46925057023763656,0.8584
82,0.23660083604045212,0.9178666666666667,0.3539415749721229,0.881
83,0.23379828954454174,0.9192444444444444,0.4113459333777428,0.8712
84,0.22747891950844365,0.9227333333333333,0.41955499947071073,0.8676
85,0.22499705076386983,0.9222222222222223,0.31643194817006587,0.8938
86,0.22226535772312095,0.9249555555555555,0.48111622631549833,0.8478
87,0.21625175058249047,0.9262888888888889,0.32717744512483476,0.8848
88,0.22556079068983143,0.9232222222222223,0.32935881121084093,0.8878
89,0.21446625206788833,0.9276888888888889,0.4151763400062919,0.874
90,0.21679493998685342,0.9260444444444444,0.38487772792577746,0.869
91,0.21475802179933948,0.9265555555555556,0.405738040804863,0.8738
92,0.21529709014364265,0.9252666666666667,0.41053891968913375,0.8692
93,0.21243889119730078,0.9276222222222222,0.36542522301897407,0.875
94,0.20569884940050542,0.9298888888888889,0.395460101775825,0.8798
95,0.21011179173365235,0.9273555555555556,0.3148798390524462,0.893
96,0.19389493680897762,0.9346666666666666,0.37993734423071146,0.8766
97,0.1974494144616818,0.9328666666666666,0.4306289156898856,0.868
98,0.19761736007322642,0.9322,0.30925524443155156,0.8982
99,0.1942786626433107,0.9333333333333333,0.3375547199510038,0.887
100,0.19271883671171963,0.9344888888888889,0.34488945035263896,0.8848
101,0.18470229555598713,0.9369777777777778,0.4000306624919176,0.8782
102,0.18478863979478113,0.9369111111111111,0.3243691911920905,0.896
103,0.17898176030509852,0.9391555555555555,0.3438988981768489,0.8852
104,0.1796929017767649,0.9384444444444444,0.33202429183293136,0.895
105,0.1811587177428671,0.9372666666666667,0.36161745607969353,0.8812
106,0.17487180123994636,0.9409333333333333,0.3398686379659921,0.8878
107,0.17684064087965948,0.9398444444444445,0.3189687208272517,0.8918
108,0.17003403580747545,0.9414222222222223,0.3317998651007656,0.8934
109,0.1596825841433284,0.9463333333333334,0.3802012108149938,0.8768
110,0.15885764290578663,0.946,0.33974346973991487,0.888
111,0.15920380416156893,0.9464,0.320370689034462,0.8982
112,0.1548646278679371,0.9484222222222223,0.3022317610913888,0.8978
113,0.15294150677932936,0.9478666666666666,0.4144871068187058,0.8774
114,0.1435609052635052,0.9511333333333334,0.3597493372857571,0.8906
115,0.14778064292940227,0.9500888888888889,0.26841413546353576,0.9148
116,0.14289136600299654,0.9509111111111112,0.35324197532609103,0.8886
117,0.14044058438263496,0.9533555555555555,0.26973907807841896,0.9182
118,0.1359237243781205,0.9539555555555556,0.2702792760130251,0.913
