epoch,train_loss,train_acc,val_loss,val_acc
1,1.6213275312700055,0.4032222222222222,1.4524243623018265,0.506
2,1.0709807610308582,0.6179111111111111,0.9691263057291508,0.6586
3,0.8504149929027666,0.7017777777777777,0.8576752558350563,0.697
4,0.7289907016198743,0.7473777777777778,0.6629106245934964,0.7642
5,0.6593389627947048,0.7730444444444444,0.6809642473235726,0.7688
6,0.6226164316758513,0.7863111111111111,0.6459761291742325,0.7722
7,0.5832118201492862,0.7985111111111111,0.6070969094522297,0.7916
8,0.5622072872621092,0.8052666666666667,0.5730000330135226,0.7972
9,0.5424012921919877,0.8124222222222223,0.6306381093338131,0.7804
10,0.5194924785332247,0.8210222222222222,0.5320385608822107,0.8114
11,0.506563615900549,0.8267555555555556,0.5446820713579654,0.8118
12,0.4904889334839853,0.8314666666666667,0.6043752618134022,0.7942
13,0.48558755252848973,0.8341333333333333,0.5709015876054764,0.809
14,0.46702539192681963,0.8403777777777778,0.5490381840616465,0.8142
15,0.4627335997806354,0.8409555555555556,0.5042781783267856,0.8208
16,0.45485572347586806,0.8458444444444444,0.6177703607827425,0.7866
17,0.4439003282141956,0.8473333333333334,0.48354077339172363,0.8266
18,0.4317741042680361,0.8521111111111112,0.4727548433467746,0.8344
19,0.4352813350375403,0.8512444444444445,0.4352163799107075,0.8498
20,0.4246873312460428,0.8555555555555555,0.5176450767088682,0.8182
21,0.4222091959620064,0.8549777777777777,0.41151371262967584,0.8528
22,0.41305776533078065,0.858,0.4716202517971396,0.8382
23,0.407970932523974,0.8592,0.39050822055432943,0.8614
24,0.4024027951315723,0.8637333333333334,0.4473978027701378,0.844
25,0.3998710795051672,0.8631333333333333,0.47333756517618897,0.837
26,0.396358336745338,0.8646666666666667,0.45646046549081803,0.8374
27,0.39286584398624574,0.8642666666666666,0.42734152600169184,0.8526
28,0.38478666357696056,0.8675777777777778,0.43939220197498796,0.8504
29,0.3868441705761308,0.8678888888888889,0.5039719738066196,0.837
30,0.37616801397366956,0.8698222222222223,0.4193770956248045,0.853
31,0.3766643383370882,0.8695777777777778,0.4741299429908395,0.8356
32,0.37292077633636916,0.8717555555555555,0.4271456390619278,0.8528
33,0.3711058451286094,0.8743777777777778,0.39650114588439467,0.8608
34,0.37048419399864296,0.8713333333333333,0.5678216811269522,0.8138
35,0.35889599806713784,0.8762222222222222,0.5286451570689679,0.8294
36,0.3616587036204609,0.8761111111111111,0.4318634855560958,0.851
37,0.3577771135182543,0.8766666666666667,0.4184232286643237,0.8566
38,0.35614531030031765,0.8784444444444445,0.4489381110295653,0.8518
39,0.35392625511369924,0.8782,0.41635633958503604,0.8534
40,0.35382255289534276,0.8798,0.39945603013038633,0.8618
41,0.3524947212162343,0.8792444444444445,0.39199371077120304,0.8604
42,0.34833347759294236,0.8810666666666667,0.44120217561721803,0.8458
43,0.3420252508314496,0.8849777777777778,0.4013458172790706,0.863
44,0.34566352605311707,0.8819111111111111,0.4021595697849989,0.8592
45,0.33916276519779454,0.8830444444444444,0.3937790062278509,0.861
46,0.34039722264490346,0.8852444444444444,0.44798649232834575,0.8436
47,0.33355465649881144,0.8870888888888889,0.4412396240979433,0.8426
48,0.3403330543501811,0.8831777777777777,0.44867173470556737,0.8508
49,0.3297434065236964,0.8868222222222222,0.3726556271314621,0.8714
50,0.33364611521193926,0.8867777777777778,0.3855426807422191,0.8702
51,0.32601467037404125,0.8882444444444444,0.3745243606157601,0.8678
52,0.3299012220972641,0.8867555555555555,0.5710860081017017,0.827
53,0.3253969076004895,0.8877111111111111,0.5478664487600327,0.8246
54,0.3244567704387009,0.8874666666666666,0.3655445820186287,0.872
55,0.31942595600743184,0.8911555555555556,0.4807958878576756,0.8392
56,0.3199955236420713,0.8898888888888888,0.4022044574841857,0.8558
57,0.3212588885375722,0.8892444444444444,0.43792181913740935,0.8526
58,0.3149553724056618,0.8920444444444444,0.3417330123018473,0.8774
59,0.3134059970775111,0.8926666666666667,0.3595348123461008,0.8764
60,0.3057856268080121,0.8940222222222223,0.4231376823969185,0.8546
61,0.3075642435896126,0.897,0.4113974694162607,0.863
62,0.3062339123253795,0.8950888888888889,0.38410906760254876,0.868
63,0.30410220474004745,0.8951111111111111,0.3388139682356268,0.885
64,0.30503730734132906,0.8953555555555556,0.5370046928524971,0.8332
65,0.30173971774903213,0.8963777777777778,0.3807787638157606,0.8696
66,0.30008884834718297,0.8966888888888889,0.3142500539077446,0.8868
67,0.297659582585435,0.8971555555555556,0.44881863668560984,0.8588
68,0.2947479730725966,0.8979111111111111,0.38842834513634444,0.8642
69,0.29320113809609955,0.9002888888888889,0.3145423987880349,0.8964
70,0.28908869852735236,0.9007333333333334,0.34191030310466886,0.883
71,0.28825051142749464,0.9007555555555555,0.42403209395706654,0.8574
